original_row,source,rel,target
17601,Compound::DB00764,TREATS,Disease::DOID:3310
17602,Compound::DB00178,TREATS,Disease::DOID:10763
17603,Compound::DB00441,TREATS,Disease::DOID:1612
17604,Compound::DB01248,TREATS,Disease::DOID:1909
17605,Compound::DB00964,TREATS,Disease::DOID:1686
17606,Compound::DB00553,TREATS,Disease::DOID:8893
17607,Compound::DB01260,TREATS,Disease::DOID:3310
17608,Compound::DB00997,TREATS,Disease::DOID:2531
17609,Compound::DB00541,TREATS,Disease::DOID:1115
17610,Compound::DB00279,TREATS,Disease::DOID:1459
17611,Compound::DB00649,TREATS,Disease::DOID:635
17612,Compound::DB00630,TREATS,Disease::DOID:5408
17613,Compound::DB00290,TREATS,Disease::DOID:2994
17614,Compound::DB00958,TREATS,Disease::DOID:1612
17615,Compound::DB01273,TREATS,Disease::DOID:0050742
17616,Compound::DB01005,TREATS,Disease::DOID:11934
17617,Compound::DB00328,TREATS,Disease::DOID:13189
17618,Compound::DB08871,TREATS,Disease::DOID:1612
17619,Compound::DB00331,TREATS,Disease::DOID:9352
17620,Compound::DB00691,TREATS,Disease::DOID:10763
17621,Compound::DB00286,TREATS,Disease::DOID:11476
17622,Compound::DB00242,TREATS,Disease::DOID:2531
17623,Compound::DB00884,TREATS,Disease::DOID:11476
17624,Compound::DB00169,TREATS,Disease::DOID:8577
17625,Compound::DB00773,TREATS,Disease::DOID:1319
17626,Compound::DB04572,TREATS,Disease::DOID:1612
17627,Compound::DB00620,TREATS,Disease::DOID:7147
17628,Compound::DB00755,TREATS,Disease::DOID:1192
17629,Compound::DB00331,TREATS,Disease::DOID:11612
17630,Compound::DB00997,TREATS,Disease::DOID:263
17631,Compound::DB01077,TREATS,Disease::DOID:5408
17632,Compound::DB01274,TREATS,Disease::DOID:2841
17633,Compound::DB01008,TREATS,Disease::DOID:2531
17634,Compound::DB00385,TREATS,Disease::DOID:11054
17635,Compound::DB00741,TREATS,Disease::DOID:2841
17636,Compound::DB00620,TREATS,Disease::DOID:3310
17637,Compound::DB00773,TREATS,Disease::DOID:2998
17638,Compound::DB00869,TREATS,Disease::DOID:1686
17639,Compound::DB00195,TREATS,Disease::DOID:1686
17640,Compound::DB00441,TREATS,Disease::DOID:1324
17641,Compound::DB00091,TREATS,Disease::DOID:8893
17642,Compound::DB00445,TREATS,Disease::DOID:3571
17643,Compound::DB00819,TREATS,Disease::DOID:1686
17644,Compound::DB00970,TREATS,Disease::DOID:2174
17645,Compound::DB00905,TREATS,Disease::DOID:1686
17646,Compound::DB00880,TREATS,Disease::DOID:10763
17647,Compound::DB00695,TREATS,Disease::DOID:12930
17648,Compound::DB08860,TREATS,Disease::DOID:3393
17649,Compound::DB00515,TREATS,Disease::DOID:1324
17650,Compound::DB00900,TREATS,Disease::DOID:635
17651,Compound::DB00563,TREATS,Disease::DOID:8893
17652,Compound::DB00773,TREATS,Disease::DOID:4045
17653,Compound::DB00635,TREATS,Disease::DOID:418
17654,Compound::DB00678,TREATS,Disease::DOID:10763
17655,Compound::DB00851,TREATS,Disease::DOID:1793
17656,Compound::DB00445,TREATS,Disease::DOID:10283
17657,Compound::DB00678,TREATS,Disease::DOID:3393
17658,Compound::DB00394,TREATS,Disease::DOID:8893
17659,Compound::DB00989,TREATS,Disease::DOID:10652
17660,Compound::DB00290,TREATS,Disease::DOID:4159
17661,Compound::DB00550,TREATS,Disease::DOID:12361
17662,Compound::DB00762,TREATS,Disease::DOID:2531
17663,Compound::DB00655,TREATS,Disease::DOID:10283
17664,Compound::DB00541,TREATS,Disease::DOID:263
17665,Compound::DB00736,TREATS,Disease::DOID:9206
17666,Compound::DB00970,TREATS,Disease::DOID:1115
17667,Compound::DB00341,TREATS,Disease::DOID:4481
17668,Compound::DB01197,TREATS,Disease::DOID:10763
17669,Compound::DB01042,TREATS,Disease::DOID:2531
17670,Compound::DB01261,TREATS,Disease::DOID:9352
17671,Compound::DB00195,TREATS,Disease::DOID:10763
17672,Compound::DB00959,TREATS,Disease::DOID:7148
17673,Compound::DB01014,TREATS,Disease::DOID:8778
17674,Compound::DB00262,TREATS,Disease::DOID:3070
17675,Compound::DB00396,TREATS,Disease::DOID:363
17676,Compound::DB00773,TREATS,Disease::DOID:1324
17677,Compound::DB00361,TREATS,Disease::DOID:2531
17678,Compound::DB00762,TREATS,Disease::DOID:10534
17679,Compound::DB00741,TREATS,Disease::DOID:3310
17680,Compound::DB01005,TREATS,Disease::DOID:2531
17681,Compound::DB00710,TREATS,Disease::DOID:11476
17682,Compound::DB00331,TREATS,Disease::DOID:14221
17683,Compound::DB00421,TREATS,Disease::DOID:10763
17684,Compound::DB00851,TREATS,Disease::DOID:2531
17685,Compound::DB00718,TREATS,Disease::DOID:2043
17686,Compound::DB00966,TREATS,Disease::DOID:3393
17687,Compound::DB01131,TREATS,Disease::DOID:12365
17688,Compound::DB00227,TREATS,Disease::DOID:1936
17689,Compound::DB00273,TREATS,Disease::DOID:1826
17690,Compound::DB00322,TREATS,Disease::DOID:10534
17691,Compound::DB00851,TREATS,Disease::DOID:4045
17692,Compound::DB00177,TREATS,Disease::DOID:10763
17693,Compound::DB00958,TREATS,Disease::DOID:363
17694,Compound::DB00959,TREATS,Disease::DOID:9008
17695,Compound::DB00773,TREATS,Disease::DOID:2531
17696,Compound::DB00262,TREATS,Disease::DOID:1319
17697,Compound::DB00839,TREATS,Disease::DOID:9352
17698,Compound::DB04572,TREATS,Disease::DOID:1115
17699,Compound::DB00394,TREATS,Disease::DOID:2841
17700,Compound::DB01274,TREATS,Disease::DOID:3083
17701,Compound::DB00958,TREATS,Disease::DOID:2174
17702,Compound::DB01124,TREATS,Disease::DOID:9352
17703,Compound::DB00262,TREATS,Disease::DOID:0060073
17704,Compound::DB00949,TREATS,Disease::DOID:1826
17705,Compound::DB00515,TREATS,Disease::DOID:2998
17706,Compound::DB00591,TREATS,Disease::DOID:8893
17707,Compound::DB00997,TREATS,Disease::DOID:10534
17708,Compound::DB00313,TREATS,Disease::DOID:1826
17709,Compound::DB00672,TREATS,Disease::DOID:9352
17710,Compound::DB01234,TREATS,Disease::DOID:9074
17711,Compound::DB00178,TREATS,Disease::DOID:9352
17712,Compound::DB01248,TREATS,Disease::DOID:4159
17713,Compound::DB00445,TREATS,Disease::DOID:1781
17714,Compound::DB00373,TREATS,Disease::DOID:6364
17715,Compound::DB01234,TREATS,Disease::DOID:7147
17716,Compound::DB01590,TREATS,Disease::DOID:263
17717,Compound::DB00620,TREATS,Disease::DOID:9074
17718,Compound::DB00471,TREATS,Disease::DOID:2841
17719,Compound::DB00773,TREATS,Disease::DOID:10283
17720,Compound::DB01013,TREATS,Disease::DOID:8893
17721,Compound::DB01064,TREATS,Disease::DOID:2841
17722,Compound::DB01162,TREATS,Disease::DOID:10763
17723,Compound::DB00977,TREATS,Disease::DOID:10283
17724,Compound::DB00688,TREATS,Disease::DOID:9074
17725,Compound::DB00882,TREATS,Disease::DOID:14227
17726,Compound::DB01229,TREATS,Disease::DOID:1324
17727,Compound::DB00716,TREATS,Disease::DOID:2841
17728,Compound::DB00773,TREATS,Disease::DOID:1115
17729,Compound::DB01041,TREATS,Disease::DOID:2531
17730,Compound::DB00675,TREATS,Disease::DOID:1793
17731,Compound::DB01200,TREATS,Disease::DOID:9352
17732,Compound::DB00484,TREATS,Disease::DOID:1686
17733,Compound::DB01132,TREATS,Disease::DOID:9352
17734,Compound::DB08865,TREATS,Disease::DOID:1324
17735,Compound::DB00659,TREATS,Disease::DOID:0050741
17736,Compound::DB00277,TREATS,Disease::DOID:2841
17737,Compound::DB00620,TREATS,Disease::DOID:7148
17738,Compound::DB01005,TREATS,Disease::DOID:1319
17739,Compound::DB01168,TREATS,Disease::DOID:2531
17740,Compound::DB00553,TREATS,Disease::DOID:2531
17741,Compound::DB00958,TREATS,Disease::DOID:5041
17742,Compound::DB00441,TREATS,Disease::DOID:11054
17743,Compound::DB00443,TREATS,Disease::DOID:7147
17744,Compound::DB01075,TREATS,Disease::DOID:3310
17745,Compound::DB01586,TREATS,Disease::DOID:12236
17746,Compound::DB00995,TREATS,Disease::DOID:9008
17747,Compound::DB01115,TREATS,Disease::DOID:10763
17748,Compound::DB00620,TREATS,Disease::DOID:2531
17749,Compound::DB00286,TREATS,Disease::DOID:10283
17750,Compound::DB01203,TREATS,Disease::DOID:10763
17751,Compound::DB00959,TREATS,Disease::DOID:3310
17752,Compound::DB00762,TREATS,Disease::DOID:219
17753,Compound::DB01259,TREATS,Disease::DOID:1612
17754,Compound::DB01409,TREATS,Disease::DOID:2841
17755,Compound::DB01222,TREATS,Disease::DOID:2841
17756,Compound::DB05812,TREATS,Disease::DOID:10283
17757,Compound::DB00701,TREATS,Disease::DOID:635
17758,Compound::DB00709,TREATS,Disease::DOID:2043
17759,Compound::DB00570,TREATS,Disease::DOID:11934
17760,Compound::DB01656,TREATS,Disease::DOID:3083
17761,Compound::DB00985,TREATS,Disease::DOID:3310
17762,Compound::DB01409,TREATS,Disease::DOID:3083
17763,Compound::DB00177,TREATS,Disease::DOID:9352
17764,Compound::DB00563,TREATS,Disease::DOID:4045
17765,Compound::DB06777,TREATS,Disease::DOID:12236
17766,Compound::DB00622,TREATS,Disease::DOID:10763
17767,Compound::DB01136,TREATS,Disease::DOID:10763
17768,Compound::DB00997,TREATS,Disease::DOID:1192
17769,Compound::DB00997,TREATS,Disease::DOID:1793
17770,Compound::DB00244,TREATS,Disease::DOID:8778
17771,Compound::DB00970,TREATS,Disease::DOID:1909
17772,Compound::DB00563,TREATS,Disease::DOID:2531
17773,Compound::DB00764,TREATS,Disease::DOID:2841
17774,Compound::DB01029,TREATS,Disease::DOID:9352
17775,Compound::DB01003,TREATS,Disease::DOID:2841
17776,Compound::DB00398,TREATS,Disease::DOID:263
17777,Compound::DB00800,TREATS,Disease::DOID:10763
17778,Compound::DB00620,TREATS,Disease::DOID:4481
17779,Compound::DB00563,TREATS,Disease::DOID:2998
17780,Compound::DB00629,TREATS,Disease::DOID:10763
17781,Compound::DB00441,TREATS,Disease::DOID:263
17782,Compound::DB00774,TREATS,Disease::DOID:10763
17783,Compound::DB00782,TREATS,Disease::DOID:4989
17784,Compound::DB00571,TREATS,Disease::DOID:6364
17785,Compound::DB00630,TREATS,Disease::DOID:11476
17786,Compound::DB01024,TREATS,Disease::DOID:418
17787,Compound::DB01248,TREATS,Disease::DOID:1612
17788,Compound::DB00987,TREATS,Disease::DOID:2531
17789,Compound::DB00938,TREATS,Disease::DOID:2841
17790,Compound::DB01204,TREATS,Disease::DOID:2531
17791,Compound::DB00999,TREATS,Disease::DOID:10763
17792,Compound::DB00620,TREATS,Disease::DOID:8893
17793,Compound::DB00958,TREATS,Disease::DOID:2394
17794,Compound::DB00480,TREATS,Disease::DOID:2531
17795,Compound::DB01204,TREATS,Disease::DOID:10283
17796,Compound::DB00443,TREATS,Disease::DOID:9008
17797,Compound::DB00627,TREATS,Disease::DOID:3393
17798,Compound::DB00563,TREATS,Disease::DOID:9008
17799,Compound::DB00359,TREATS,Disease::DOID:12365
17800,Compound::DB00700,TREATS,Disease::DOID:3393
17801,Compound::DB01248,TREATS,Disease::DOID:1324
17802,Compound::DB00305,TREATS,Disease::DOID:10534
17803,Compound::DB01006,TREATS,Disease::DOID:1612
17804,Compound::DB00958,TREATS,Disease::DOID:2998
17805,Compound::DB00997,TREATS,Disease::DOID:1115
17806,Compound::DB00947,TREATS,Disease::DOID:1612
17807,Compound::DB01181,TREATS,Disease::DOID:2994
17808,Compound::DB00563,TREATS,Disease::DOID:418
17809,Compound::DB00635,TREATS,Disease::DOID:3083
17810,Compound::DB00544,TREATS,Disease::DOID:1793
17811,Compound::DB00997,TREATS,Disease::DOID:1781
17812,Compound::DB00983,TREATS,Disease::DOID:2841
17813,Compound::DB00187,TREATS,Disease::DOID:10763
17814,Compound::DB00421,TREATS,Disease::DOID:12930
17815,Compound::DB00958,TREATS,Disease::DOID:11054
17816,Compound::DB00443,TREATS,Disease::DOID:4481
17817,Compound::DB00977,TREATS,Disease::DOID:11476
17818,Compound::DB00851,TREATS,Disease::DOID:1192
17819,Compound::DB00169,TREATS,Disease::DOID:8893
17820,Compound::DB00959,TREATS,Disease::DOID:2841
17821,Compound::DB00776,TREATS,Disease::DOID:1826
17822,Compound::DB00126,TREATS,Disease::DOID:10283
17823,Compound::DB00795,TREATS,Disease::DOID:8778
17824,Compound::DB00544,TREATS,Disease::DOID:11054
17825,Compound::DB00443,TREATS,Disease::DOID:8893
17826,Compound::DB00180,TREATS,Disease::DOID:2841
17827,Compound::DB00291,TREATS,Disease::DOID:2394
17828,Compound::DB00563,TREATS,Disease::DOID:7147
17829,Compound::DB00258,TREATS,Disease::DOID:11476
17830,Compound::DB01196,TREATS,Disease::DOID:10283
17831,Compound::DB00313,TREATS,Disease::DOID:6364
17832,Compound::DB00153,TREATS,Disease::DOID:7148
17833,Compound::DB00444,TREATS,Disease::DOID:0060073
17834,Compound::DB02300,TREATS,Disease::DOID:8893
17835,Compound::DB00970,TREATS,Disease::DOID:363
17836,Compound::DB00264,TREATS,Disease::DOID:10763
17837,Compound::DB06287,TREATS,Disease::DOID:263
17838,Compound::DB01181,TREATS,Disease::DOID:2998
17839,Compound::DB00552,TREATS,Disease::DOID:2531
17840,Compound::DB01185,TREATS,Disease::DOID:1612
17841,Compound::DB00973,TREATS,Disease::DOID:3393
17842,Compound::DB00290,TREATS,Disease::DOID:0060073
17843,Compound::DB00799,TREATS,Disease::DOID:8893
17844,Compound::DB00563,TREATS,Disease::DOID:0060073
17845,Compound::DB00722,TREATS,Disease::DOID:12930
17846,Compound::DB01001,TREATS,Disease::DOID:2841
17847,Compound::DB00515,TREATS,Disease::DOID:1192
17848,Compound::DB00014,TREATS,Disease::DOID:10283
17849,Compound::DB00539,TREATS,Disease::DOID:1612
17850,Compound::DB00773,TREATS,Disease::DOID:2994
17851,Compound::DB01268,TREATS,Disease::DOID:1793
17852,Compound::DB00436,TREATS,Disease::DOID:10763
17853,Compound::DB01156,TREATS,Disease::DOID:9970
17854,Compound::DB00909,TREATS,Disease::DOID:1826
17855,Compound::DB00958,TREATS,Disease::DOID:1319
17856,Compound::DB00275,TREATS,Disease::DOID:3393
17857,Compound::DB01234,TREATS,Disease::DOID:2841
17858,Compound::DB00445,TREATS,Disease::DOID:1115
17859,Compound::DB00091,TREATS,Disease::DOID:1312
17860,Compound::DB01229,TREATS,Disease::DOID:263
17861,Compound::DB00575,TREATS,Disease::DOID:10763
17862,Compound::DB02546,TREATS,Disease::DOID:2531
17863,Compound::DB00449,TREATS,Disease::DOID:1686
17864,Compound::DB00291,TREATS,Disease::DOID:2531
17865,Compound::DB00544,TREATS,Disease::DOID:1612
17866,Compound::DB00445,TREATS,Disease::DOID:2531
17867,Compound::DB00594,TREATS,Disease::DOID:10763
17868,Compound::DB00443,TREATS,Disease::DOID:7148
17869,Compound::DB00361,TREATS,Disease::DOID:1612
17870,Compound::DB00881,TREATS,Disease::DOID:10763
17871,Compound::DB00635,TREATS,Disease::DOID:8577
17872,Compound::DB00503,TREATS,Disease::DOID:635
17873,Compound::DB01190,TREATS,Disease::DOID:12365
17874,Compound::DB00519,TREATS,Disease::DOID:3393
17875,Compound::DB00968,TREATS,Disease::DOID:10763
17876,Compound::DB00310,TREATS,Disease::DOID:10763
17877,Compound::DB00515,TREATS,Disease::DOID:11054
17878,Compound::DB01206,TREATS,Disease::DOID:1319
17879,Compound::DB00675,TREATS,Disease::DOID:1612
17880,Compound::DB01101,TREATS,Disease::DOID:10283
17881,Compound::DB00764,TREATS,Disease::DOID:418
17882,Compound::DB00635,TREATS,Disease::DOID:9074
17883,Compound::DB01042,TREATS,Disease::DOID:1612
17884,Compound::DB00851,TREATS,Disease::DOID:4159
17885,Compound::DB01217,TREATS,Disease::DOID:1612
17886,Compound::DB00795,TREATS,Disease::DOID:7147
17887,Compound::DB01076,TREATS,Disease::DOID:10763
17888,Compound::DB01346,TREATS,Disease::DOID:12365
17889,Compound::DB01001,TREATS,Disease::DOID:3083
17890,Compound::DB01097,TREATS,Disease::DOID:7148
17891,Compound::DB00350,TREATS,Disease::DOID:10763
17892,Compound::DB00290,TREATS,Disease::DOID:2531
17893,Compound::DB05294,TREATS,Disease::DOID:1781
17894,Compound::DB00549,TREATS,Disease::DOID:2841
17895,Compound::DB01254,TREATS,Disease::DOID:2531
17896,Compound::DB00563,TREATS,Disease::DOID:11054
17897,Compound::DB01105,TREATS,Disease::DOID:9970
17898,Compound::DB00853,TREATS,Disease::DOID:4159
17899,Compound::DB00347,TREATS,Disease::DOID:1826
17900,Compound::DB00678,TREATS,Disease::DOID:9352
17901,Compound::DB00920,TREATS,Disease::DOID:2841
17902,Compound::DB00188,TREATS,Disease::DOID:2531
17903,Compound::DB00661,TREATS,Disease::DOID:10763
17904,Compound::DB00703,TREATS,Disease::DOID:1686
17905,Compound::DB01222,TREATS,Disease::DOID:8577
17906,Compound::DB00575,TREATS,Disease::DOID:1686
17907,Compound::DB00884,TREATS,Disease::DOID:5408
17908,Compound::DB00584,TREATS,Disease::DOID:10763
17909,Compound::DB04574,TREATS,Disease::DOID:11476
17910,Compound::DB00959,TREATS,Disease::DOID:4481
17911,Compound::DB01016,TREATS,Disease::DOID:11714
17912,Compound::DB00620,TREATS,Disease::DOID:9008
17913,Compound::DB01250,TREATS,Disease::DOID:8577
17914,Compound::DB00220,TREATS,Disease::DOID:635
17915,Compound::DB00444,TREATS,Disease::DOID:1324
17916,Compound::DB00468,TREATS,Disease::DOID:12365
17917,Compound::DB00851,TREATS,Disease::DOID:1115
17918,Compound::DB00695,TREATS,Disease::DOID:3393
17919,Compound::DB00674,TREATS,Disease::DOID:10652
17920,Compound::DB00544,TREATS,Disease::DOID:11934
17921,Compound::DB01234,TREATS,Disease::DOID:8893
17922,Compound::DB00337,TREATS,Disease::DOID:3310
17923,Compound::DB00860,TREATS,Disease::DOID:3310
17924,Compound::DB05039,TREATS,Disease::DOID:2841
17925,Compound::DB00442,TREATS,Disease::DOID:2043
17926,Compound::DB00291,TREATS,Disease::DOID:2998
17927,Compound::DB00865,TREATS,Disease::DOID:9970
17928,Compound::DB00563,TREATS,Disease::DOID:7148
17929,Compound::DB00104,TREATS,Disease::DOID:3277
17930,Compound::DB04845,TREATS,Disease::DOID:1612
17931,Compound::DB01039,TREATS,Disease::DOID:3393
17932,Compound::DB00908,TREATS,Disease::DOID:12365
17933,Compound::DB00443,TREATS,Disease::DOID:2377
17934,Compound::DB00570,TREATS,Disease::DOID:1324
17935,Compound::DB06699,TREATS,Disease::DOID:10283
17936,Compound::DB01016,TREATS,Disease::DOID:9352
17937,Compound::DB01076,TREATS,Disease::DOID:3393
17938,Compound::DB01073,TREATS,Disease::DOID:0060073
17939,Compound::DB00983,TREATS,Disease::DOID:3083
17940,Compound::DB00530,TREATS,Disease::DOID:1793
17941,Compound::DB00287,TREATS,Disease::DOID:1686
17942,Compound::DB00519,TREATS,Disease::DOID:10763
17943,Compound::DB01083,TREATS,Disease::DOID:9970
17944,Compound::DB06218,TREATS,Disease::DOID:1826
17945,Compound::DB00722,TREATS,Disease::DOID:3393
17946,Compound::DB00434,TREATS,Disease::DOID:4481
17947,Compound::DB00541,TREATS,Disease::DOID:0060073
17948,Compound::DB01047,TREATS,Disease::DOID:8893
17949,Compound::DB01024,TREATS,Disease::DOID:8893
17950,Compound::DB00262,TREATS,Disease::DOID:1909
17951,Compound::DB00997,TREATS,Disease::DOID:1612
17952,Compound::DB01098,TREATS,Disease::DOID:1936
17953,Compound::DB00437,TREATS,Disease::DOID:13189
17954,Compound::DB00227,TREATS,Disease::DOID:3393
17955,Compound::DB04861,TREATS,Disease::DOID:10763
17956,Compound::DB00307,TREATS,Disease::DOID:2531
17957,Compound::DB06589,TREATS,Disease::DOID:263
17958,Compound::DB00762,TREATS,Disease::DOID:1612
17959,Compound::DB00284,TREATS,Disease::DOID:9352
17960,Compound::DB00481,TREATS,Disease::DOID:11476
17961,Compound::DB00958,TREATS,Disease::DOID:184
17962,Compound::DB00451,TREATS,Disease::DOID:1459
17963,Compound::DB01097,TREATS,Disease::DOID:418
17964,Compound::DB00993,TREATS,Disease::DOID:9074
17965,Compound::DB01601,TREATS,Disease::DOID:635
17966,Compound::DB00860,TREATS,Disease::DOID:7147
17967,Compound::DB01197,TREATS,Disease::DOID:3393
17968,Compound::DB00250,TREATS,Disease::DOID:1024
17969,Compound::DB01080,TREATS,Disease::DOID:1826
17970,Compound::DB01359,TREATS,Disease::DOID:3393
17971,Compound::DB00349,TREATS,Disease::DOID:1826
17972,Compound::DB00641,TREATS,Disease::DOID:1936
17973,Compound::DB00445,TREATS,Disease::DOID:2998
17974,Compound::DB00970,TREATS,Disease::DOID:2994
17975,Compound::DB00773,TREATS,Disease::DOID:363
17976,Compound::DB00741,TREATS,Disease::DOID:8893
17977,Compound::DB00853,TREATS,Disease::DOID:1909
17978,Compound::DB00563,TREATS,Disease::DOID:184
17979,Compound::DB00705,TREATS,Disease::DOID:635
17980,Compound::DB00997,TREATS,Disease::DOID:2394
17981,Compound::DB01144,TREATS,Disease::DOID:1686
17982,Compound::DB01210,TREATS,Disease::DOID:1686
17983,Compound::DB00741,TREATS,Disease::DOID:9074
17984,Compound::DB00970,TREATS,Disease::DOID:4159
17985,Compound::DB00254,TREATS,Disease::DOID:12365
17986,Compound::DB01043,TREATS,Disease::DOID:10652
17987,Compound::DB01234,TREATS,Disease::DOID:3310
17988,Compound::DB01241,TREATS,Disease::DOID:3393
17989,Compound::DB01014,TREATS,Disease::DOID:8577
17990,Compound::DB00570,TREATS,Disease::DOID:263
17991,Compound::DB01048,TREATS,Disease::DOID:635
17992,Compound::DB00495,TREATS,Disease::DOID:635
17993,Compound::DB01223,TREATS,Disease::DOID:3083
17994,Compound::DB01067,TREATS,Disease::DOID:9352
17995,Compound::DB01223,TREATS,Disease::DOID:2841
17996,Compound::DB00412,TREATS,Disease::DOID:9352
17997,Compound::DB00860,TREATS,Disease::DOID:9008
17998,Compound::DB01174,TREATS,Disease::DOID:1826
17999,Compound::DB00455,TREATS,Disease::DOID:2841
18000,Compound::DB01097,TREATS,Disease::DOID:9074
18001,Compound::DB05389,TREATS,Disease::DOID:2841
18002,Compound::DB00091,TREATS,Disease::DOID:7148
18003,Compound::DB01234,TREATS,Disease::DOID:2531
18004,Compound::DB01291,TREATS,Disease::DOID:2841
18005,Compound::DB01073,TREATS,Disease::DOID:2531
18006,Compound::DB00888,TREATS,Disease::DOID:0060073
18007,Compound::DB01206,TREATS,Disease::DOID:2531
18008,Compound::DB00731,TREATS,Disease::DOID:9352
18009,Compound::DB00635,TREATS,Disease::DOID:13189
18010,Compound::DB01032,TREATS,Disease::DOID:13189
18011,Compound::DB00384,TREATS,Disease::DOID:10763
18012,Compound::DB00471,TREATS,Disease::DOID:3083
18013,Compound::DB00843,TREATS,Disease::DOID:10652
18014,Compound::DB01394,TREATS,Disease::DOID:12236
18015,Compound::DB06201,TREATS,Disease::DOID:1826
18016,Compound::DB00457,TREATS,Disease::DOID:10763
18017,Compound::DB01577,TREATS,Disease::DOID:9970
18018,Compound::DB00317,TREATS,Disease::DOID:1324
18019,Compound::DB00945,TREATS,Disease::DOID:3393
18020,Compound::DB00773,TREATS,Disease::DOID:11054
18021,Compound::DB00321,TREATS,Disease::DOID:6364
18022,Compound::DB00619,TREATS,Disease::DOID:2531
18023,Compound::DB00588,TREATS,Disease::DOID:2841
18024,Compound::DB00136,TREATS,Disease::DOID:8893
18025,Compound::DB00722,TREATS,Disease::DOID:418
18026,Compound::DB00584,TREATS,Disease::DOID:3393
18027,Compound::DB00635,TREATS,Disease::DOID:8893
18028,Compound::DB04572,TREATS,Disease::DOID:11054
18029,Compound::DB00990,TREATS,Disease::DOID:1612
18030,Compound::DB00397,TREATS,Disease::DOID:9970
18031,Compound::DB00541,TREATS,Disease::DOID:4045
18032,Compound::DB00788,TREATS,Disease::DOID:13189
18033,Compound::DB00860,TREATS,Disease::DOID:8577
18034,Compound::DB00136,TREATS,Disease::DOID:11476
18035,Compound::DB01033,TREATS,Disease::DOID:8577
18036,Compound::DB00343,TREATS,Disease::DOID:10763
18037,Compound::DB00997,TREATS,Disease::DOID:10283
18038,Compound::DB01085,TREATS,Disease::DOID:1686
18039,Compound::DB00790,TREATS,Disease::DOID:3393
18040,Compound::DB00722,TREATS,Disease::DOID:10763
18041,Compound::DB01041,TREATS,Disease::DOID:1024
18042,Compound::DB00993,TREATS,Disease::DOID:2377
18043,Compound::DB00178,TREATS,Disease::DOID:3393
18044,Compound::DB01234,TREATS,Disease::DOID:7148
18045,Compound::DB00445,TREATS,Disease::DOID:1192
18046,Compound::DB00563,TREATS,Disease::DOID:2994
18047,Compound::DB00571,TREATS,Disease::DOID:10763
18048,Compound::DB01248,TREATS,Disease::DOID:1793
18049,Compound::DB01248,TREATS,Disease::DOID:2394
18050,Compound::DB01248,TREATS,Disease::DOID:10283
18051,Compound::DB00445,TREATS,Disease::DOID:363
18052,Compound::DB00443,TREATS,Disease::DOID:9074
18053,Compound::DB00987,TREATS,Disease::DOID:0060073
18054,Compound::DB00542,TREATS,Disease::DOID:10763
18055,Compound::DB00014,TREATS,Disease::DOID:1612
18056,Compound::DB01128,TREATS,Disease::DOID:10283
18057,Compound::DB00373,TREATS,Disease::DOID:1686
18058,Compound::DB01033,TREATS,Disease::DOID:2531
18059,Compound::DB01101,TREATS,Disease::DOID:219
18060,Compound::DB01077,TREATS,Disease::DOID:11476
18061,Compound::DB01248,TREATS,Disease::DOID:11934
18062,Compound::DB00523,TREATS,Disease::DOID:2531
18063,Compound::DB00995,TREATS,Disease::DOID:7148
18064,Compound::DB00635,TREATS,Disease::DOID:7147
18065,Compound::DB00796,TREATS,Disease::DOID:10763
18066,Compound::DB00398,TREATS,Disease::DOID:3571
18067,Compound::DB00635,TREATS,Disease::DOID:2377
18068,Compound::DB08882,TREATS,Disease::DOID:9352
18069,Compound::DB00997,TREATS,Disease::DOID:11054
18070,Compound::DB06697,TREATS,Disease::DOID:12365
18071,Compound::DB01030,TREATS,Disease::DOID:4362
18072,Compound::DB00806,TREATS,Disease::DOID:12365
18073,Compound::DB00819,TREATS,Disease::DOID:1826
18074,Compound::DB00740,TREATS,Disease::DOID:332
18075,Compound::DB00683,TREATS,Disease::DOID:1826
18076,Compound::DB00553,TREATS,Disease::DOID:12306
18077,Compound::DB01030,TREATS,Disease::DOID:2394
18078,Compound::DB06772,TREATS,Disease::DOID:10283
18079,Compound::DB01083,TREATS,Disease::DOID:9352
18080,Compound::DB00790,TREATS,Disease::DOID:10763
18081,Compound::DB00153,TREATS,Disease::DOID:11476
18082,Compound::DB00515,TREATS,Disease::DOID:184
18083,Compound::DB00966,TREATS,Disease::DOID:10763
18084,Compound::DB00903,TREATS,Disease::DOID:10763
18085,Compound::DB00709,TREATS,Disease::DOID:635
18086,Compound::DB00818,TREATS,Disease::DOID:1826
18087,Compound::DB00361,TREATS,Disease::DOID:1324
18088,Compound::DB00459,TREATS,Disease::DOID:8893
18089,Compound::DB01234,TREATS,Disease::DOID:4481
18090,Compound::DB00411,TREATS,Disease::DOID:1686
18091,Compound::DB00221,TREATS,Disease::DOID:2841
18092,Compound::DB00806,TREATS,Disease::DOID:418
18093,Compound::DB00262,TREATS,Disease::DOID:2531
18094,Compound::DB00959,TREATS,Disease::DOID:9074
18095,Compound::DB00590,TREATS,Disease::DOID:10763
18096,Compound::DB01229,TREATS,Disease::DOID:1612
18097,Compound::DB00509,TREATS,Disease::DOID:1459
18098,Compound::DB00563,TREATS,Disease::DOID:219
18099,Compound::DB00530,TREATS,Disease::DOID:263
18100,Compound::DB00993,TREATS,Disease::DOID:8778
